time,max_disp,max_vel,max_acc
0.004999999999999893,9.794625463630488e-08,3.9178501854522786e-05,0.015671400741809446
0.009999999999999787,5.348597598901374e-07,0.00013558690024701394,0.022891958615187828
0.01499999999999968,1.4956016280647024e-06,0.00024870984702282027,0.02235722009513565
0.019999999999999574,3.008950280290008e-06,0.00035662961386731475,0.02081068664266306
0.024999999999999467,5.039915131414294e-06,0.00045575632658241674,0.018839998443378532
0.02999999999999936,7.5394181942738245e-06,0.0005440448985614168,0.016475430348222225
0.034999999999999254,1.0448584886111693e-05,0.0006196217781737551,0.01375532149671368
0.03999999999999915,1.3699881167163404e-05,0.0006808967342469569,0.015284363237541603
0.04499999999999904,1.7218674254267745e-05,0.0007266205005948083,0.01994194883085397
0.049999999999998934,2.0924882289653522e-05,0.0007558627135595344,0.022584575444537906
0.05499999999999883,2.4734437619947517e-05,0.0007679594185580947,0.022980025765495803
0.05999999999999872,2.8560780202085034e-05,0.0007625776142969449,0.02107272686685327
0.06499999999999861,3.2316657852807887e-05,0.0007397734459922306,0.022316214052912554
0.06999999999999851,3.59160153508087e-05,0.0006999695532081255,0.023244475411877567
0.0749999999999984,3.9275630090840403e-05,0.0006438763428045859,0.02296076335590673
0.0799999999999983,4.2316339739072256e-05,0.0005724075164881803,0.021633142179675845
0.08499999999999819,4.4964325171918775e-05,0.0004867866566504478,0.022810862133943868
0.08999999999999808,4.715284905712899e-05,0.00039216771716058446,0.02348868553694266
0.09499999999999797,4.882416910362185e-05,0.0004582080403186147,0.024376481634216598
0.09999999999999787,4.99312794787868e-05,0.00050097419805838,0.02458910753729877
0.10499999999999776,5.0439380644468185e-05,0.0005181489671972184,0.024959050183529674
0.10999999999999766,5.0327043797047905e-05,0.0005087429644731633,0.025255995299772557
0.11499999999999755,4.9586919849309565e-05,0.000519557536583797,0.024974895267819132
0.11999999999999744,4.822615683503628e-05,0.0005840104213398061,0.024096464810184532
0.12499999999999734,4.626657330122909e-05,0.0006299167280888361,0.022643458237241194
0.12999999999999723,4.3744274128938584e-05,0.000689654521781952,0.021104470499690782
0.13499999999999712,4.070901671656828e-05,0.0007394373637936896,0.022944401344317054
0.13999999999999702,3.7223274807379414e-05,0.0007688079802913751,0.0235536732461476
0.1449999999999969,3.336040493395922e-05,0.0008063760922951825,0.022872959500649537
0.1499999999999968,2.9202498598359007e-05,0.0008567864419449375,0.021931476173100574
